fIps/cOUnty/statE/statE_cOdE/malE/fEmalE/mEdIan_agE/lat/lOng
1063/Greene CoUnty/Alabama/AL/3950/4476/42.5/32.85314775662932/-87.95220353329152
1065/Hale CoUnty/Alabama/AL/7019/7868/39.2/32.76266345818609/-87.62914936651768
1067/Henry CoUnty/Alabama/AL/8232/8892/44.1/31.514705303567386/-85.24141340693765
1069/HoUston CoUnty/Alabama/AL/50029/54323/39.8/31.153200882578385/-85.30247404303597
1071/Jackson CoUnty/Alabama/AL/25536/26558/43.3/34.779455582420226/-85.99935398499625
1073/Jefferson CoUnty/Alabama/AL/312348/347544/37.7/33.554334499008306/-86.89640830636715
1075/Lamar CoUnty/Alabama/AL/6800/7133/44.5/33.779135388691884/-88.09695812677022
1077/LaUderdale CoUnty/Alabama/AL/44315/48270/41.4/34.90140732669629/-87.6540096469209
1079/Lawrence CoUnty/Alabama/AL/16003/17168/42.2/34.52167795535142/-87.31099055710466
1081/Lee CoUnty/Alabama/AL/78372/80915/31.4/32.6011356475738/-85.35547858790139
1083/LImestone CoUnty/Alabama/AL/46427/46625/39.5/34.81010128499645/-86.98140593250632
1085/Lowndes CoUnty/Alabama/AL/4830/5406/41.6/32.15474570310732/-86.6501082344093
1087/Macon CoUnty/Alabama/AL/8790/10264/38.0/32.385938660091554/-85.6926557982763
1089/MadIson CoUnty/Alabama/AL/174665/182895/38.5/34.76309047358268/-86.55022471636639
1091/Marengo CoUnty/Alabama/AL/9446/10092/42.7/32.247665493391004/-87.78953082031431
1093/MarIon CoUnty/Alabama/AL/14898/15067/44.3/34.13655552248483/-87.88713524898684
1095/Marshall CoUnty/Alabama/AL/46977/48168/38.7/34.366952496948166/-86.30662784816178
1097/MobIle CoUnty/Alabama/AL/197928/216731/37.6/30.78721220095308/-88.20579885923952
1099/Monroe CoUnty/Alabama/AL/10230/11282/42.3/31.57087541673853/-87.36543633099075
1101/Montgomery CoUnty/Alabama/AL/107354/119587/36.2/32.22026379800926/-86.20761816571864
1103/Morgan CoUnty/Alabama/AL/58660/60462/40.4/34.453468312593614/-86.85292482831042
1105/Perry CoUnty/Alabama/AL/4436/5050/37.7/32.63846919400472/-87.29440144079504
1107/PIckens CoUnty/Alabama/AL/9708/10590/42.4/33.28079282373015/-88.0887508065939
1109/PIke CoUnty/Alabama/AL/16027/17376/30.8/31.802723141778166/-85.94091891113248
1111/Randolph CoUnty/Alabama/AL/10989/11585/42.7/33.293784770971065/-85.4591287871211
1113/RUssell CoUnty/Alabama/AL/28124/30089/35.9/32.28839324253349/-85.18492486749624
1115/St. ClaIr CoUnty/Alabama/AL/43755/43551/40.3/33.71571863517987/-86.31461907158442
1117/Shelby CoUnty/Alabama/AL/102478/108783/38.9/33.264277601125/-86.66066541307319
1119/SUmter CoUnty/Alabama/AL/6014/6971/35.8/32.59105735171712/-88.19884604374238
1121/Talladega CoUnty/Alabama/AL/39156/41409/41.1/33.38007938419927/-86.16588537343468
1123/Tallapoosa CoUnty/Alabama/AL/19517/21119/43.7/32.862350624195244/-85.79750899281659
1125/TUscaloosa CoUnty/Alabama/AL/99539/106674/32.7/33.289569418404746/-87.52510914909692
1127/Walker CoUnty/Alabama/AL/31506/32987/42.4/33.803311239964835/-87.29732387115185
1129/WashIngton CoUnty/Alabama/AL/8420/8223/43.6/31.407628945666268/-88.2078573131082
1131/WIlcox CoUnty/Alabama/AL/5134/5675/40.8/31.9892967512008/-87.3081903348858
1133/WInston CoUnty/Alabama/AL/11840/12035/44.9/34.149199476400526/-87.37366306792178
2013/AleUtIans East BoroUgh/Alaska/AK/1989/1436/42.7/55.366507119927775/-161.98133032549518
2016/AleUtIans West CensUs Area/Alaska/AK/3432/2318/37.6/52.79799631626673/-106.6060599709953
2020/Anchorage MUnIcIpalIty/Alaska/AK/151144/144968/33.2/61.15082529528075/-149.10911748236057
2050/Bethel CensUs Area/Alaska/AK/9381/8659/27.1/60.91323080377408/-159.81801735140064
2060/BrIstol Bay BoroUgh/Alaska/AK/526/364/41.8/58.743863607996126/-156.69997745651224
2068/DenalI BoroUgh/Alaska/AK/1117/1115/43.1/63.67164250515982/-150.01171591832534
2070/DIllIngham CensUs Area/Alaska/AK/2573/2402/30.3/59.79906654221384/-158.23508954298393
2090/FaIrbanks North Star BoroUgh/Alaska/AK/53846/45807/31.1/64.80776532872335/-146.56541139175178
2100/HaInes BoroUgh/Alaska/AK/1335/1183/44.9/59.11987925121287/-135.49995278001106
2105/Hoonah-Angoon CensUs Area/Alaska/AK/1095/1037/50.2/58.28835669160423/-135.64299333971147
2110/JUneaU CIty and BoroUgh/Alaska/AK/16517/15813/38.1/58.454630545695714/-134.17394176905708
2122/KenaI PenInsUla BoroUgh/Alaska/AK/30314/27906/40.8/60.26541331965089/-151.56524389617178
2130/KetchIkan Gateway BoroUgh/Alaska/AK/7060/6744/39.6/55.58516170571989/-130.9288092651757
2150/KodIak Island BoroUgh/Alaska/AK/7281/6368/33.5/57.67704281101999/-153.7805822874154
2158/KUsIlvak CensUs Area/Alaska/AK/4388/3810/23.8/62.15502017500555/-163.3826213573158
2164/Lake and PenInsUla BoroUgh/Alaska/AK/710/665/33.5/58.65291903396709/-156.18684615195298
2170/MatanUska-SUsItna BoroUgh/Alaska/AK/53912/49552/35.0/62.31621988849926/-149.57141297916502
2180/Nome CensUs Area/Alaska/AK/5240/4685/28.1/64.91109214261573/-164.02721167914007
2185/North Slope BoroUgh/Alaska/AK/6116/3681/34.8/69.31214959526797/-153.48104285015563
2188/Northwest ArctIc BoroUgh/Alaska/AK/4156/3578/27.2/67.05300866513784/-159.7210157747925
2195/PetersbUrg BoroUgh/Alaska/AK/1649/1606/41.0/57.11951010750548/-132.93445731871802
2198/PrInce of Wales-Hyder CensUs Area/Alaska/AK/3514/2960/41.0/55.79972761062095/-133.01919913685245
2220/SItka CIty and BoroUgh/Alaska/AK/4471/4267/38.8/57.24007686401532/-135.31525107951913
2230/Skagway MUnIcIpalIty/Alaska/AK/555/506/38.5/59.56296555756638/-135.33625689690177
2240/SoUtheast FaIrbanks CensUs Area/Alaska/AK/3779/3097/36.3/63.8763245627724/-143.21181328851824
2261/Valdez-Cordova CensUs Area/Alaska/AK/4898/4403/39.0/61.561955115598806/-144.46863096113148
2275/Wrangell CIty and BoroUgh/Alaska/AK/1302/1182/49.5/56.3317189736256/-132.02230502679723
2282/YakUtat CIty and BoroUgh/Alaska/AK/369/320/36.4/59.8888952260802/-140.3576872639421
2290/YUkon-KoyUkUk CensUs Area/Alaska/AK/2910/2505/35.3/65.50864462116017/-151.38963204423874
4001/Apache CoUnty/ArizOna/AZ/35240/36282/34.7/35.39552646734953/-109.48882230843972
4003/CochIse CoUnty/ArizOna/AZ/64135/62144/40.6/31.879608041942262/-109.7511676614067
4005/CoconIno CoUnty/ArizOna/AZ/68918/71299/30.6/35.83874597791365/-111.77049137835488
4007/GIla CoUnty/ArizOna/AZ/26370/27030/49.7/33.79975176644272/-110.81171010722184
4009/Graham CoUnty/ArizOna/AZ/20330/17549/33.3/32.932699874990206/-109.8873887474133
4011/Greenlee CoUnty/ArizOna/AZ/5064/4440/34.2/33.21523492222133/-109.24012820437056
4012/La Paz CoUnty/ArizOna/AZ/10677/10024/56.0/33.729243716591746/-113.98132415701498
4013/MarIcopa CoUnty/ArizOna/AZ/2104145/2149768/36.1/33.3488159443998/-112.4912913632674
4015/Mohave CoUnty/ArizOna/AZ/104047/102017/50.9/35.704095159106224/-113.75795269664282
4017/Navajo CoUnty/ArizOna/AZ/54533/54172/36.4/35.39965744024454/-110.32140142426282
4019/PIma CoUnty/ArizOna/AZ/501879/517843/38.3/32.097427295651826/-111.7899048851512
4021/PInal CoUnty/ArizOna/AZ/219048/200673/38.9/32.90439176331561/-111.34467078195728
4023/Santa CrUz CoUnty/ArizOna/AZ/22285/24299/36.6/31.526025213071254/-110.84658768144403
4025/YavapaI CoUnty/ArizOna/AZ/109795/114850/52.9/34.59990365784673/-112.55390468776022
4027/YUma CoUnty/ArizOna/AZ/106973/100856/34.3/32.76937662032427/-113.9055555770482
5001/Arkansas CoUnty/Arkansas/AR/8733/9391/41.4/34.29080705580511/-91.37490973290753
5003/Ashley CoUnty/Arkansas/AR/10013/10524/41.7/33.19121135472734/-91.7684577361982
5005/Baxter CoUnty/Arkansas/AR/19992/21227/52.1/36.28720840429381/-92.33695011949514
5007/Benton CoUnty/Arkansas/AR/128399/130581/35.3/36.33872438847401/-94.25619693381994
5009/Boone CoUnty/Arkansas/AR/18350/18938/42.4/36.30859114677833/-93.09153441501978
5011/Bradley CoUnty/Arkansas/AR/5214/5734/40.2/33.466419933345364/-92.16239823980504
5013/CalhoUn CoUnty/Arkansas/AR/2607/2595/45.5/33.55803127288699/-92.50304686890512
5015/Carroll CoUnty/Arkansas/AR/13897/13990/44.8/36.34101968375258/-93.53823819549704
5017/ChIcot CoUnty/Arkansas/AR/5266/5560/42.7/33.267214828807525/-91.29398176784412
5019/Clark CoUnty/Arkansas/AR/10628/11757/34.1/34.050970670851605/-93.17636676689386
5021/Clay CoUnty/Arkansas/AR/7414/7647/43.0/36.36827122549728/-90.41755750692674
5023/ClebUrne CoUnty/Arkansas/AR/12472/12758/49.4/35.53810443735143/-92.02672750378927
5025/Cleveland CoUnty/Arkansas/AR/4138/4088/42.7/33.89837312457409/-92.18518895706724
5027/ColUmbIa CoUnty/Arkansas/AR/11444/12448/36.0/33.21429832104757/-93.22731371345826
5029/Conway CoUnty/Arkansas/AR/10182/10724/41.7/35.262246537380165/-92.70129382838728
5031/CraIghead CoUnty/Arkansas/AR/51528/54173/34.1/35.830780591727/-90.63283975822226
5033/Crawford CoUnty/Arkansas/AR/30761/31711/38.7/35.58908630761966/-94.24282113342362
5035/CrIttenden CoUnty/Arkansas/AR/23271/25742/35.1/35.20794386122905/-90.30883835295964
5037/Cross CoUnty/Arkansas/AR/8200/8798/41.2/35.295715218539506/-90.77121408620285
5039/Dallas CoUnty/Arkansas/AR/3618/3814/43.7/33.96980985111147/-92.6544470456955
5041/Desha CoUnty/Arkansas/AR/5623/6264/39.1/33.833284507105354/-91.25398249476532
5043/Drew CoUnty/Arkansas/AR/9033/9469/37.0/33.58945379935467/-91.72001113881394
5045/FaUlkner CoUnty/Arkansas/AR/59911/62505/32.5/35.14698116792315/-92.33204545404496
5047/FranklIn CoUnty/Arkansas/AR/8675/9105/41.3/35.5123205449671/-93.89063726266792
5049/FUlton CoUnty/Arkansas/AR/6048/6091/48.1/36.38165740451262/-91.81822518817464
5051/Garland CoUnty/Arkansas/AR/47182/51114/44.9/34.57666777754009/-93.15041074296992
5053/Grant CoUnty/Arkansas/AR/8870/9216/40.4/34.2900048788879/-92.42360628570306
5055/Greene CoUnty/Arkansas/AR/21912/22711/37.9/36.1175692120782/-90.5589635978154
5057/Hempstead CoUnty/Arkansas/AR/10494/11524/39.9/33.73532331512718/-93.66847440957208
5059/Hot SprIng CoUnty/Arkansas/AR/17418/16102/41.3/34.31762873758588/-92.94594016282792
5061/Howard CoUnty/Arkansas/AR/6440/6949/38.8/34.08890648823255/-93.99357394904555
5063/Independence CoUnty/Arkansas/AR/18092/19172/39.4/35.7415724849761/-91.56970871240068
5065/Izard CoUnty/Arkansas/AR/7018/6541/48.0/36.09487010035818/-91.91340553189517
5067/Jackson CoUnty/Arkansas/AR/8512/8713/39.9/35.59922211078086/-91.21456610285112
5069/Jefferson CoUnty/Arkansas/AR/34906/35518/38.8/34.268782057801374/-91.93151808720089
5071/Johnson CoUnty/Arkansas/AR/12976/13315/38.0/35.5700647037424/-93.4598930135798
5073/Lafayette CoUnty/Arkansas/AR/3381/3534/46.3/33.24094545145252/-93.60705581045154
5075/Lawrence CoUnty/Arkansas/AR/8270/8399/41.1/36.04122681848132/-91.10709583181772
5077/Lee CoUnty/Arkansas/AR/5309/4089/41.8/34.78065178564233/-90.78212191166013
5079/LIncoln CoUnty/Arkansas/AR/8590/5105/38.6/33.95744904396039/-91.73332986155596
5081/LIttle RIver CoUnty/Arkansas/AR/6090/6327/42.6/33.700511447751154/-94.23434658306978
5083/Logan CoUnty/Arkansas/AR/10643/11114/41.5/35.21527067849378/-93.71634187499376
5085/Lonoke CoUnty/Arkansas/AR/35667/36539/36.1/34.754256224990016/-91.88867330213915
5087/MadIson CoUnty/Arkansas/AR/8038/8038/42.6/36.01095244456229/-93.72455118259842
5089/MarIon CoUnty/Arkansas/AR/7990/8448/51.7/36.26838614303282/-92.68422482746918
5091/MIller CoUnty/Arkansas/AR/21476/22283/38.9/33.31209066913729/-93.8915527124611
5093/MIssIssIppI CoUnty/Arkansas/AR/20876/21955/36.2/35.76383359723019/-90.05420095067471
5095/Monroe CoUnty/Arkansas/AR/3316/3933/47.0/34.67784528117564/-91.20390435091556
5097/Montgomery CoUnty/Arkansas/AR/4440/4553/50.0/34.538810773692305/-93.65952878075149
5099/Nevada CoUnty/Arkansas/AR/4425/4015/44.8/33.66396326977911/-93.30719905846298
5101/Newton CoUnty/Arkansas/AR/3932/3916/49.1/35.91997205949455/-93.21786864539573
5103/OUachIta CoUnty/Arkansas/AR/11327/12779/42.3/33.59335286839969/-92.88194022525764
5105/Perry CoUnty/Arkansas/AR/5184/5138/43.5/34.94736989254756/-92.93144274100722
5107/PhIllIps CoUnty/Arkansas/AR/9006/10028/38.5/34.42823805670895/-90.84806629246263
5109/PIke CoUnty/Arkansas/AR/5346/5462/42.8/34.163521770981134/-93.65632702389284
5111/PoInsett CoUnty/Arkansas/AR/11734/12320/39.7/35.574014785872826/-90.6629767541616
5113/Polk CoUnty/Arkansas/AR/9828/10335/43.7/34.48591350460088/-94.22809399775852
5115/Pope CoUnty/Arkansas/AR/31317/32327/35.0/35.44762758047479/-93.03415221892074
5117/PraIrIe CoUnty/Arkansas/AR/4120/4124/46.2/34.8297985392543/-91.55279742630763
5119/PUlaskI CoUnty/Arkansas/AR/188496/204967/36.9/34.76994016662451/-92.3117837218999
5121/Randolph CoUnty/Arkansas/AR/8784/8819/41.5/36.3414590326538/-91.02770853309576
5123/St. FrancIs CoUnty/Arkansas/AR/14441/11853/38.9/35.022009561830515/-90.7477657706903
5125/SalIne CoUnty/Arkansas/AR/58030/59979/39.2/34.6465951571083/-92.6765232282382
5127/Scott CoUnty/Arkansas/AR/5332/5110/41.0/34.86077478168221/-94.06323825597694
5129/Searcy CoUnty/Arkansas/AR/3981/3942/47.6/35.91089957257719/-92.69950814142427
5131/SebastIan CoUnty/Arkansas/AR/62274/65187/37.5/35.199660327844946/-94.27417847062952
5133/SevIer CoUnty/Arkansas/AR/8607/8586/34.9/33.9971754119254/-94.24117760339227
5135/Sharp CoUnty/Arkansas/AR/8335/8708/47.4/36.1611416259315/-91.47985751697682
5137/Stone CoUnty/Arkansas/AR/6209/6237/49.8/35.859880281189255/-92.1567032349566
5139/UnIon CoUnty/Arkansas/AR/19332/20400/40.1/33.17130192417115/-92.59726943648324
5141/Van BUren CoUnty/Arkansas/AR/8284/8400/47.9/35.58064470282818/-92.5156838021102
5143/WashIngton CoUnty/Arkansas/AR/114181/114348/31.8/35.97906307205256/-94.21557553246848
5145/WhIte CoUnty/Arkansas/AR/38751/40053/36.6/35.25627781090881/-91.74554960434644
5147/WoodrUff CoUnty/Arkansas/AR/3051/3609/45.6/35.186306413089426/-91.24305627869848
5149/Yell CoUnty/Arkansas/AR/10782/10791/39.3/35.00261093322689/-93.41123285260817
6001/Alameda CoUnty/CalifOrnia/CA/807171/836529/37.4/37.646893227585394/-121.88886747655656
6003/AlpIne CoUnty/CalifOrnia/CA/612/534/44.3/38.59719676739881/-119.82066974618064
6005/Amador CoUnty/CalifOrnia/CA/20302/17527/50.5/38.44639149036272/-120.65109333340908
6007/BUtte CoUnty/CalifOrnia/CA/112513/114562/37.1/39.6669353446951/-121.60068082611362
6009/Calaveras CoUnty/CalifOrnia/CA/22434/22801/52.1/38.20459548169672/-120.55412801084056
6011/ColUsa CoUnty/CalifOrnia/CA/11124/10340/35.1/39.17748403490377/-122.23695912321348
6013/Contra Costa CoUnty/CalifOrnia/CA/553701/579546/39.4/37.91912233692718/-121.92778819106958
6015/Del Norte CoUnty/CalifOrnia/CA/14575/12849/38.6/41.743134903278985/-123.8972400230872
6017/El Dorado CoUnty/CalifOrnia/CA/93040/93621/45.8/38.77873549714167/-120.52465737213436
6019/Fresno CoUnty/CalifOrnia/CA/487936/490194/32.0/36.75819763981456/-119.64930723709182
6021/Glenn CoUnty/CalifOrnia/CA/14171/13726/36.6/39.59820149120442/-122.39199901384109
6023/HUmboldt CoUnty/CalifOrnia/CA/67666/68102/38.0/40.69929754064216/-123.87562886590824
6025/ImperIal CoUnty/CalifOrnia/CA/92250/87966/32.4/33.03951207342643/-115.3653511508614
6027/Inyo CoUnty/CalifOrnia/CA/9084/9001/45.7/36.51111376104412/-117.41074797719436
6029/Kern CoUnty/CalifOrnia/CA/452646/430407/31.5/35.342864363470284/-118.72991638751208
6031/KIngs CoUnty/CalifOrnia/CA/82674/67401/31.7/36.07534371008504/-119.8155506566914
6033/Lake CoUnty/CalifOrnia/CA/31879/32269/45.6/39.09961720745284/-122.75318988686426
6035/Lassen CoUnty/CalifOrnia/CA/20671/10514/36.0/40.673589098637045/-120.59431538478664
6037/Los Angeles CoUnty/CalifOrnia/CA/4976788/5121264/36.2/34.3207429592211/-118.22480998416322
6039/Madera CoUnty/CalifOrnia/CA/74683/80330/33.9/37.21799210274101/-119.76267044541184
6041/MarIn CoUnty/CalifOrnia/CA/127113/133182/46.5/38.07338555626221/-122.72341555726418
6043/MarIposa CoUnty/CalifOrnia/CA/8920/8620/51.4/37.58150820256936/-119.90542609837362
6045/MendocIno CoUnty/CalifOrnia/CA/43439/43983/42.8/39.44022410166245/-123.39147262070482
6047/Merced CoUnty/CalifOrnia/CA/135816/133259/30.9/37.191889864977696/-120.71765231288776
6049/Modoc CoUnty/CalifOrnia/CA/4613/4325/47.7/41.58981656312058/-120.72501563385929
6051/Mono CoUnty/CalifOrnia/CA/7341/6833/38.3/37.93908943424993/-118.8868431321968
6053/Monterey CoUnty/CalifOrnia/CA/220967/212245/34.1/36.21715890998017/-121.23920059946272
6055/Napa CoUnty/CalifOrnia/CA/70082/70448/41.1/38.50648544729432/-122.330518115176
6057/Nevada CoUnty/CalifOrnia/CA/48889/50203/50.1/39.301363059753385/-120.76845107342852
6059/Orange CoUnty/CalifOrnia/CA/1562429/1601753/37.8/33.702972184170065/-117.7610700312427
6061/Placer CoUnty/CalifOrnia/CA/185511/194566/41.9/39.06345956799667/-120.71755875765687
6063/PlUmas CoUnty/CalifOrnia/CA/9423/9276/52.2/40.004638434438725/-120.83854565296976
6065/RIversIde CoUnty/CalifOrnia/CA/1186188/1197098/35.3/33.74366319247109/-115.99380653350666
6067/Sacramento CoUnty/CalifOrnia/CA/737742/772281/36.0/38.44931684885277/-121.34425336568763
6069/San BenIto CoUnty/CalifOrnia/CA/29626/29790/35.5/36.60569063230486/-121.0749692523152
6071/San BernardIno CoUnty/CalifOrnia/CA/1062472/1072941/33.1/34.84139921238718/-116.17840998570632
6073/San DIego CoUnty/CalifOrnia/CA/1661931/1640902/35.6/33.034136709370166/-116.73529293376949
6075/San FrancIsco CoUnty/CalifOrnia/CA/443970/426074/38.2/37.75616436865513/-122.44304167780714
6077/San JoaqUIn CoUnty/CalifOrnia/CA/364612/367600/34.1/37.93475478900825/-121.27139238365103
6079/San LUIs ObIspo CoUnty/CalifOrnia/CA/142769/138686/39.1/35.38708293547382/-120.40451599116749
6081/San Mateo CoUnty/CalifOrnia/CA/377851/388084/39.6/37.42289743059975/-122.3290165412804
6083/Santa Barbara CoUnty/CalifOrnia/CA/222208/221530/33.7/34.67287988538718/-120.01647340776174
6085/Santa Clara CoUnty/CalifOrnia/CA/970469/951731/37.0/37.231785029812926/-121.69512630659516
6087/Santa CrUz CoUnty/CalifOrnia/CA/135727/138038/37.4/37.05618848793641/-122.00184962661211
6089/Shasta CoUnty/CalifOrnia/CA/87859/91226/41.8/40.76371326810639/-122.04049900154384
6091/SIerra CoUnty/CalifOrnia/CA/1542/1388/55.5/39.580326202324656/-120.51599521126568
6093/SIskIyoU CoUnty/CalifOrnia/CA/21706/21834/48.0/41.59267540205848/-122.5403512604914
6095/Solano CoUnty/CalifOrnia/CA/217931/220599/37.9/38.26997290684727/-121.93285185686705
6097/Sonoma CoUnty/CalifOrnia/CA/245196/256121/41.7/38.52828658778606/-122.88740786017404
6099/StanIslaUs CoUnty/CalifOrnia/CA/266844/272457/34.0/37.559134084648015/-120.99768806978116
6101/SUtter CoUnty/CalifOrnia/CA/47789/48083/35.7/39.03457772739615/-121.69484381678052
6103/Tehama CoUnty/CalifOrnia/CA/31504/31869/40.9/40.12562627265812/-122.2340586020686
6105/TrInIty CoUnty/CalifOrnia/CA/6582/6280/51.8/40.65069929372209/-123.11263968581837
6107/TUlare CoUnty/CalifOrnia/CA/230255/230222/30.8/36.22016551607714/-118.80048756434682
6109/TUolUmne CoUnty/CalifOrnia/CA/28102/25830/48.4/38.02758891423844/-119.95475499078796
6111/VentUra CoUnty/CalifOrnia/CA/419588/428524/37.9/34.45650805886403/-119.08363317379286
6113/Yolo CoUnty/CalifOrnia/CA/104375/110602/31.0/38.686619234357615/-121.9015698149292
6115/YUba CoUnty/CalifOrnia/CA/38468/37025/32.5/39.26900718329727/-121.3512642631278
8001/Adams CoUnty/COlOradO/CO/250704/246411/33.6/39.873630839333046/-104.33776871204664
8003/Alamosa CoUnty/COlOradO/CO/8242/8202/30.4/37.5729353487017/-105.78836680671556
8005/Arapahoe CoUnty/COlOradO/CO/314672/321999/36.5/39.649756848133705/-104.33922984176849
8007/ArchUleta CoUnty/COlOradO/CO/6546/6362/50.6/37.19353673333712/-107.04828747952928
8009/Baca CoUnty/COlOradO/CO/1755/1808/47.7/37.31919022603764/-102.56037464026164
8011/Bent CoUnty/COlOradO/CO/3790/2019/41.0/37.955075948238985/-103.0717096507405
8013/BoUlder CoUnty/COlOradO/CO/161355/159675/36.2/40.09248855232531/-105.35772961262155
8014/BroomfIeld CoUnty/COlOradO/CO/32789/33331/37.7/39.95410591821095/-105.05271057431746
8015/Chaffee CoUnty/COlOradO/CO/10268/8896/49.1/38.74701250608263/-106.19412663972602
8017/Cheyenne CoUnty/COlOradO/CO/964/1075/35.9/38.827951871795065/-102.60350795085606
8019/Clear Creek CoUnty/COlOradO/CO/4816/4563/47.8/39.6891797331411/-105.64440226875996
8021/Conejos CoUnty/COlOradO/CO/4082/4060/39.4/37.20071264341812/-106.1916103166688
8023/CostIlla CoUnty/COlOradO/CO/1941/1746/51.3/37.27812432039779/-105.42823538375184
8025/Crowley CoUnty/COlOradO/CO/3526/2104/35.6/38.32658632505793/-103.7844708388175
8027/CUster CoUnty/COlOradO/CO/2265/2375/58.4/38.10869122641281/-105.36752805339286
8029/Delta CoUnty/COlOradO/CO/15235/15111/47.6/38.861359153761576/-107.8628891582186
8031/Denver CoUnty/COlOradO/CO/347188/346229/34.4/39.76213212154716/-104.87586982840838
8033/Dolores CoUnty/COlOradO/CO/989/852/51.8/37.75171175752354/-108.51740031607224
8035/DoUglas CoUnty/COlOradO/CO/163766/164848/38.4/39.329708202699145/-104.92955933206844
8037/Eagle CoUnty/COlOradO/CO/28804/25553/36.5/39.62784556293205/-106.69536644502288
8039/Elbert CoUnty/COlOradO/CO/12721/12441/46.1/39.28658339787681/-104.13594296760508
8041/El Paso CoUnty/COlOradO/CO/347478/340675/34.1/38.832103441396725/-104.52546027890772
8043/Fremont CoUnty/COlOradO/CO/27324/19678/44.9/38.47295814713031/-105.43965821655787
8045/GarfIeld CoUnty/COlOradO/CO/29779/28759/36.3/39.599315365500594/-107.9040311803862
8047/GIlpIn CoUnty/COlOradO/CO/3169/2755/45.7/39.85756210255269/-105.5225160966723
8049/Grand CoUnty/COlOradO/CO/8129/6937/43.5/40.10263076536024/-106.11833045965344
8051/GUnnIson CoUnty/COlOradO/CO/8983/7554/34.5/38.666765447186044/-107.03162238964327
8053/HInsdale CoUnty/COlOradO/CO/406/472/57.5/37.82128480331484/-107.30030190882668
8055/HUerfano CoUnty/COlOradO/CO/3305/3278/55.1/37.68467850964496/-104.96061132482524
8057/Jackson CoUnty/COlOradO/CO/631/665/50.9/40.66644567596359/-106.3427900482807
8059/Jefferson CoUnty/COlOradO/CO/283919/286508/40.4/39.58643529411338/-105.2504690358315
8061/KIowa CoUnty/COlOradO/CO/750/699/40.4/38.4326686727227/-102.7402902792028
8063/KIt Carson CoUnty/COlOradO/CO/4158/3477/38.5/39.30549435244091/-102.60294572338049
8065/Lake CoUnty/COlOradO/CO/4176/3409/37.8/39.202480132337485/-106.34478011552612
